abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,livingArea,description,dateSold,daysOnZillow,price,lastSoldPrice,yearSold
4118 SE 11th Ave,Portland,97202,2.0,2.0,2024.0,"This beautifully kept craftsman bungalow on one of the best blocks in Brooklyn is just awaiting your finishing touches! This jewel box has been carefully restored with exacting detail and reverence for the original design. Original woodwork throughout, leaded glass built-ins, big front porch, Rejuvenation lighting & switch plates, newly landscaped backyard and established plantings including hardy kiwis and concord grapes. Detached garage and clean unfinished basement are full of possibilities.",2021-04-15 23:40:00,101.0,598000,598000,2021
2744 SE 79th Ave,Portland,97206,2.0,3.0,2124.0,"Beautiful mid-century ranch home in fantastic condition at a great price! This stunner boasts original hardwood floors, built-ins, two fireplaces (upstairs & downstairs) & lots of charm. Attention to detail throughout - harvest gold flock wallpaper in dining room. Views of Mt Tabor from the front yard. Spacious fenced backyard ready for your imagination. Daylight walk-in basement has an additional bath/bed, living area, ""bar"" area & kitchenette - great set up for dual living. Won't last long!",2021-04-15 23:40:00,101.0,555000,555000,2021
2834 SE 78th Ave,Portland,97206,2.0,3.0,1660.0,"Lovingly maintained, w/ updated systems & smart home features, this South Tabor sweetie won't last! Main level w/ hardwoods, gas fireplace, Nest, bright corner windows, beds w/ large closets & loads of charm. Kitchen w/ newer SS appliances, flooring & fixtures. Finished basement w/ new carpet, earthquake retrofit, PEX, spacious 3rd bed, bath w/ heated tile floors & family room for movie marathons. Oversized sunny lot is fenced, new shed has power for your hobby dreams. Move in & relax!",2021-04-18 23:53:20,98.0,605000,605000,2021
5317 SE Gladstone St,Portland,97206,2.0,4.0,2048.0,"Nicely remodeled home with serious charm. Gorgeous hardwood floor with woodworks you don't see much anymore. Separate entry to basement living spaces has the potential for extra income. Many updates inside. Large covered patio to relax in a quiet neighborhood. Great schools and convenient location. Experience the allure of an older home. With some minor cosmetic work, make this gem uniquely your own. Come and fall in love with this charming, much-loved home. Open House 3/6 & 3/7 11 am to 1 pm",2021-04-18 23:53:20,98.0,524000,524000,2021
5128 SE 66th Ave,Portland,97206,1.0,3.0,1371.0,"Mid Century perfection in the HEART of amazing Foster/Powell. Mere blocks to coffee, shops and restaurants!  Wonderfully maintained one level ranch with hardwood floors throughout.  Updated bathroom and new exterior paint.  Truly a park-like oversized backyard and covered deck that are just waiting for outdoor entertaining.  Attached one car garage PLUS a partial basement means there's ample storage.  Spacious bedrooms and living spaces.  Offers due Mon 3/22 - 6pm [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10189927]",2021-04-20 00:53:20,97.0,540000,540000,2021
3027 SE 68th Ct,Portland,97206,2.0,3.0,1393.0,"Mid-century time capsule tucked away on a private, wooded cul-de-sac in South Tabor. An outdoor/urban farm dream w/ an oversized lot, dialed landscaping, and easy access to Mt. Tabor trails. Kitchen sitting nook is ideal for those slow coffee mornings & backyard birdwatching. Huge dining room slider opens to the patio, fenced backyard, and garden. Oak hardwoods, 2 custom wood-burning fireplaces, and an oversized garage with built in storage galore & a bonus freezer. Walk score 72, bike 90!",2021-04-18 23:53:20,98.0,600000,600000,2021
916 SE Clatsop St,Portland,97202,1.0,2.0,1179.0,"916 SE Clatsop St, Portland, OR 97202 is a single family home that contains 1,179 sq ft and was built in 1926. It contains 2 bedrooms and 1 bathroom. This home last sold for $486,500 in April 2021. 
 
The Zestimate for this house is $508,100. The Rent Zestimate for this home is $2,100/mo.",2021-04-15 23:40:00,101.0,486500,486500,2021
4312 SE 46th Ave,Portland,97206,2.0,4.0,2362.0,"Gleaming hardwood floors and pride of ownership greet you in this darling 4 bed 2 full bath SE Portland home! Character and charm delight with original fixtures and built ins. Updated kitchen with sunny eating area and sparkling windows. New exterior paint, new carpet throughout, new walkway and front porch. Remodeled basement features family room and laundry. Apples and gardens! Fabulous neighborhood w/ great walk and bike scores, bus line. Move in ready!",2021-04-20 00:53:20,97.0,650000,650000,2021
6304 SE 17th Ave,Portland,97202,1.0,3.0,1737.0,"6304 SE 17th Ave, Portland, OR 97202 is a single family home that contains 1,737 sq ft and was built in 1938. It contains 3 bedrooms and 1 bathroom. This home last sold for $480,000 in April 2021. 
 
The Zestimate for this house is $498,100. The Rent Zestimate for this home is $2,795/mo.",2021-04-29 23:46:40,87.0,480000,480000,2021
4914 SE 52nd Ave,Portland,97206,2.0,4.0,1704.0,"Fall in love with this fully remodeled Woodstock mid-century charmer! Inviting floor plan with two great living spaces. Extensive recent updates include new kitchen, bathrooms, carpet, windows, siding, paint, doors, trim, roof, fireplace surrounds, 200-amp panel, sewer line, refinished wood floors, and more! Huge backyard that is so rare in close-in Portland allows you to spread out and play, garden, or just relax in your private space. Close to popular Woodstock Park, restaurants, and shopping!",2021-05-04 23:13:20,82.0,616000,616000,2021
9649 SW Morrison St,Portland,97225,4.0,4.0,3138.0,"4 bed, 2/2 bath Craftsman in highly desirable West Haven neighborhood on park-like .49 acres. Potential galore! Large private fenced yard, garden, etc. Conveniently located near PDX, St. V Hospital, shopping, MAX, parks, trails & schools. Formal living & dining rooms. Airy kitchen & fam rm w/ skylights. Master on main w/remodeled bath, walk in shower & jetted tub. Possible 5th bed in partially finished basement. WA County taxes. To be sold ""as is"". Inspections available.",2020-11-19 23:53:20,248.0,555000,555000,2020
2622 N Rosa Parks Way,Portland,97217,3.0,2.0,1952.0,Impressive Contemporary Townhome in walkable Arbor Lodge. This location offers the ultimate Portland lifestyle. Clean lines & stylish finishes throughout mixing natural wood & stone with steel make this home a showpiece. Chefs kitchen with quartz countertops & high end stainless steel gas appliances. Attached garage for storage & off street parking. Enjoy the low maintenance fenced backyard & balconies on both upper levels. NO HOA. Ask about 3rd bedroom potential. Home Energy Score 9/10! [Home Energy Score = 9. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10141091],2020-09-27 23:40:00,301.0,570000,570000,2020
16511 SE Anna Eve Dr,Portland,97267,3.0,3.0,2936.0,"Gorgeous and spacious one level in desirable McNary neighborhood! Gleaming Hardwood floors except New Carpet in bedrooms&living rm. Office+3large bedrooms including luxurious master w/walk in closet,jet-tub,shower&bidet.Formal dining rm, family rm off dream island kitchen w/huge pantry.Wide doorways(ADA)for handicap accessibility!New roof 2018!A/C!Vacuum system!Awesome covered patio area,fenced yardw/shed&sprinkler system.3 car garage+RV Parking!",2020-11-02 01:20:00,266.0,600000,600000,2020
15153 NW Moresby Ct,Portland,97229,3.0,4.0,2138.0,"Pride of Ownership, this open floorplan is light & bright & move-in ready! Offering spacious versatility, Main Floor Bedroom & Full Bath, Bonus/Loft ideal for home office/home schooling,vaulted & high ceilings bring lots of natural light, elegant spindle staircase in Entry. Inviting wrap around porch & cul de sac location. Hardwoods, tile & laminate wood flooring thruout. New interior & exterior paint & much more.Convenient to Bethany shops, top rated schools, HWY 26 & Hi-Tech Corridor.",2020-09-21 23:13:20,307.0,552000,552000,2020
7053 NW Snowdrop Ter,Portland,97229,3.0,4.0,1764.0,"Premium lot with privacy and views! Extensively upgraded in desirable North Bethany. Engineered hardwoods throughout main level with open great room floor plan, cozy fireplace & high ceilings. Gourmet kitchen boasts large island, granite counters, stainless appliances, gas cooking and pantry. Large private primary suite with shower and walk in closet. Manageable side yard and RARE large driveway with room for parking. Nearby parks & trails. Mins to Hi-Tech and Downtown.",2020-09-21 23:13:20,307.0,500000,500000,2020
14507 NW Werner Ln,Portland,97229,2.0,3.0,1653.0,"Updated One-Level in Bethany's Arbor Estates! 1,653 SF, 3 Bedrooms, 2 Baths. NEW Engineered Hardwoods! Spacious Living & Dining Rooms w/ 10' Tray Ceilings. Kitchen w/ SS Appls, NEW Gas Range & Chef's Desk + Eating Nook w/ Slider to Backyard w/ Covered Patio, Level Lawns & Storage Shed! Master Suite w/ 13' x 5' Walk-in Closet! NEWER 2019 Hi-Efficient Forced-Air Gas Furnace! Washer / Dryer Included! Adjacent to Westside Trail Entrance! 1/2 Mile to Bethany Village Shopping / Dining!",2020-09-21 01:00:00,308.0,520000,520000,2020
4214 NW 127th Ave,Portland,97229,3.0,4.0,2692.0,"Gorgeous Traditional w/ Flexible Floor Plan! 2,692 SF, 4 BDs + Bonus (w/ Closet) OR 3 BDs + Den (w/ Closet) + Bonus (w/ Closet), 2 1/2 BAs. Covered Front Porch opens to 2-Story Entry & Gleaming Hardwoods! Spacious Kitchen w/ SS Appliances. Master Suite Retreat w/ Remodeled Bathroom & Walk-in Closet. Huge Bonus Room! Beautifully Landscaped Walk-out, Level Backyard w/ Lush Lawns, Custom Paver Patio w/ Multiple Entertainment Areas & Side Yard w/ Shed! Oversized 2-Car Gar. Findley/Stoller/Sunset",2020-09-18 00:46:40,311.0,610000,610000,2020
15158 NW Evelyn St,Portland,97229,3.0,3.0,1744.0,"Exterior pic of similar English front home! Gather in kitchen around spacious island. Don't wait! Beautiful upgrades include:Dark Espresso cabinets, RevWood on main floor w/carpet up #2 & 8lb pad, Granite Kitchen & bath counters. Taxes: TBD Builder paperwork. Pics & Virtual tour of previous model home, come view! Enjoy many parks, trees, paths in reserve area.",2020-09-15 00:33:20,314.0,510000,510000,2020
7656 NW Kaiser Rd,Portland,97229,3.0,3.0,1744.0,"Was a Model! All appliances included.Gather in kitchen around spacious island seats 4 comfortably. Don't wait! Refrigerator, w/d, Air Cond. included. Taxes: TBD Builder paperwork. Pics of home, come view! Enjoy many parks, trees, paths in reserve area.",2020-09-13 23:33:20,315.0,509990,509990,2020
4686 NW Dresden Pl,Portland,97229,3.0,3.0,2279.0,"Close to Nike, Intel, Tech Corridor and Downtown. Fully remodeled, top to bottom. MUST SEE TO APPRECIATE. All new chefs grade SS appliances, spacious kitchen w/huge island & massive buffet w/storage. Master retreat w/free standing soaking tub, fully tiled shower w/rain head & bench, large walk-in closet. Bright corner lot w/tons of natural light coupled w/plantation shutters. Low maintenance backyard, close to green space & walking trails. Stoller/Finley/Sunset/private schools nearby.",2020-09-13 23:33:20,315.0,575000,575000,2020
14822 NW Fawnlily Dr,Portland,97229,3.0,4.0,2418.0,"New roof replacement is working on progress. Fantastic Arbor home back to the private green space and trail.  4 bedrooms + 1 spacious bonus room and 3 full bathes. Brand new hardwood floor and light fixtures. Newly carpet, interior and exterior painting. Newly stainless gas range, dishwasher and brand new microwave. Quartz counters in all baths rooms. Main level bedroom with full bath. Come with home warranty ends at 10/1/21. Best school district in NW.",2020-09-10 01:06:40,319.0,562990,562990,2020
5373 NW Skycrest Pkwy,Portland,97229,3.0,3.0,2715.0,"This one home owner home has just been updated including new roof, interior paint & carpet. New top line stainless appliances are scheduled for installation. Home has tall ceilings on both levels, large rooms,a full bath on the main floor.Upstairs you will find three large bedrooms, two full baths and a loft. Home is backs THPRD Westside Trail & is walking distance to Wismer & Stoller schools. Great access to trails, shopping, services & access to Highway 26. Open house 7/18 1:00 to 3:00",2020-09-09 00:06:40,320.0,625000,625000,2020
12576 NW Forest Spring Ln,Portland,97229,3.0,3.0,2271.0,"Beautifully maintained Inspired Brighton floor plan home built by Legend in sought after Bauer Highlands Neighborhood.  Formal living room and den. 2271SF with 3 bedrooms, 2 1/2baths, master suite with separate his and hers closets. Hardwood floors, fireplace in the family room, granite countertops with stainless appliances, timed sprinklers, and more.  Walking distance to Findley elementary school, only minutes from Shopping and High-Tech corridor.",2020-09-09 00:06:40,320.0,570000,570000,2020
15414 NW Energia St,Portland,97229,3.0,4.0,2232.0,"Beautiful north facing Bethany home with brand new luxury plank floors & baseboard on main,new interior paint in July 2020,new 2019 roof.Luxurious granite kitchen counters & tile backsplash with island & pantry. Home has 4 bedrooms plus a bonus room,3 full baths with 1 bath+bed on main;Living room has vaulted ceiling with tons of natural light;Huge fenced backyard with big deck for hosting;Raised garden bed & sandbox for kids to play. Minutes to Intel, Nike; Great schools, walk to trails, parks",2020-09-04 00:40:00,325.0,538000,538000,2020
15558 NW Graf St,Portland,97229,3.0,4.0,3025.0,"Spacious, well-appointed Renaissance built Craftsman in the heart of Bethany. Newly refinished hardwoods on main w/high ceilings + stone gas fireplace. Large island kitchen w/granite, gas cooking, stainless refrig., adjacent pantry + eating nook. Vaulted Master suite features bright en-suite bath w/dbl vanity, soaking tub & walk-in shower. Massive bonus room w/built-ins + office nook. Outdoor living space w/raised deck + stand-alone hot-tub. Close to shopping/dining, schools and green space(s).",2020-08-30 23:26:40,329.0,600000,600000,2020
4134 NW 128th Ave,Portland,97229,3.0,5.0,2383.0,"Ideal Floor Plan w/ Bedroom & Full Bathroom-on-the-Main! 2,383 Sq.Ft., 4 Bedrooms + Bonus (w/ Closet), 3 Full Bathrooms. Large, Covered Front Porch opens to 2-Story Entry. Kitchen w/ Granite & SS Appliances. Master Suite w/ Walk-in Closet. Huge Bonus Room w/ Storage+Closet. Beautifully Landscaped Walk-out, Level Backyard w/ Lush Lawns, Patio, Raised Garden Beds & Fruit Trees! Oversized 2-Car Garage w/ Storage. Minutes to Bethany Village + Intel /Nike. Findley / Stoller / Sunset!",2020-08-26 00:00:00,334.0,573500,573500,2020
5430 NW Skycrest Pkwy,Portland,97229,3.0,4.0,2081.0,"Ideal location just steps to Jacob Wismer & Stoller Middle Schools! Gorgeous Traditional w/ Entry Courtyard w/ Pergola. Bedroom & Full Bath-on-the-Main! 2,081 Sq. Ft., 4 Bedrooms + Family Room, 3 Full Bathrooms! NEW Exterior Paint (5/2020)! Vaulted Living & Dining Rooms! Master Suite w/ Custom Closet Organizers! Wonderful Outdoor Space w/ Aggregate Patio & Lush, Level Lawns w/ Blueberry Bushes. Easy Access to Bethany Village Shopping / Dining / THPRD Trails! 2-Car Garage w/ Built-in Storage!",2020-08-24 23:00:00,335.0,579400,579400,2020
13478 NW Alvada St,Portland,97229,3.0,4.0,2604.0,"TONS OF CURB APPEAL! Beautifully maintained 2-story home with 4 bedrooms, 2 bath and 2,604 square
feet situated on a quiet, dead end street in a lovely Portland neighborhood!
Immaculate curb appeal with lush landscaping and inviting foyer warmly welcomes you to the property.
Inside, the main entryway leads into the formal living room adorned with tray ceiling, carpet flooring
and abundant natural light. Open concept dining area boasts high vaulted ceiling, elegant chandelier and
beautiful hardwood floors extending throughout the first floor.
At the rear part of the home, the spacious gourmet kitchen offers custom wood cabinets, recessed and
pendant lights, sleek black tile countertops, stainless steel appliances, eat-in center island, lovely corner
kitchen sink with large garden windows and a nicely sized breakfast nook with backyard access.
The family room is complete with carpet flooring, custom wood built-ins and a cozy gas fireplace perfect
for chilly evenings. Ample sized powder room for guests completes the main floor.
All bedrooms are located upstairs and are well-appointed with plush carpeting, great natural light and
ample closet space. Expansive primary bedroom boasts tray ceilings, huge windows and a spa-like en
suite with beige tile flooring &amp; backsplash, dual vanity, walk-in closet, soaking tub and separate walk-in
shower. Shared hallway bath also has beige floors &amp; countertop and a shower/tub combo.
Fully fenced-in backyard with well-maintained landscaping and manicured lawns provide lots of privacy
and outdoor space, perfect for gatherings and cookouts.
Central A/C. Attached 2-car garage. Separate laundry room with sink and cabinets. Includes in wall
wiring and surround sound speakers. HOA: $156/month covers Fiber Optic internet, amenities and front
yard maintenance.
Arbor Heights offers family-oriented amenities including a community center with an outdoor pool,
basketball court and playground. Wonderful location surrounded by top-rated schools, close to lots of
shopping, restaurants and entertainment venues. This could be your forever home!",2020-08-24 23:00:00,335.0,640000,640000,2020
15511 NW Donegal Ct,Portland,97229,3.0,3.0,2321.0,"Beautiful well build craftsman home in the Claremont Neighborhood with golfing only minutes away. Nestled in a cul-de-sac for more quiet enjoyment. 2 master bedrooms, 1 on the main floor, and 3 full bathrooms. Rare opportunity to live in the neighborhood you have always wanted to live.",2020-08-19 23:33:20,340.0,593000,593000,2020
15201 NW Olive St,Portland,97229,3.0,3.0,1744.0,"Done home! Exterior pic of home! Gather in kitchen around spacious island seats 4 comfortably. AC included! Don't wait! Beautiful upgrades included. Taxes: TBD Builder paperwork. Interior Pics of model home, come view! Enjoy many parks, trees, paths in reserve area.",2020-08-13 23:06:40,346.0,505990,505990,2020
5411 NW 146th Ave,Portland,97229,3.0,4.0,2551.0,"This custom-built traditional has an inviting floor plan that welcomes you home. Over-sized corner lot. No steps to open & spacious two-story entry. Great room living w/master suite, laundry + den/guest room with full bath on main. Formal dining room, open kitchen/nook/living room w/vaulted ceilings & wall of windows. Blond hardwoods; new carpet & vinyl. Outdoor entertaining on the over-sized decks. Wonderful n'hood in the heart of Bethany; just blocks to trails, schools, restaurants & shops.",2020-08-13 23:06:40,346.0,649000,649000,2020
15142 NW Evelyn St,Portland,97229,3.0,4.0,1642.0,"Move-in-Ready! Gorgeous upgrades included; RevWood on Main Floor, Granite Kitchen counters, and rich Espresso color cabinets. Pristine living in Ridgeline. Nice fenced side yard! Entertaining kitchen and 4 bedrooms up. Come see! Pics of home. Taxes:TBD This home includes a 1-2-10 Warranty.",2020-08-13 23:06:40,346.0,510490,510490,2020
16550 SE Anna Eve Dr,Portland,97267,3.0,4.0,2735.0,"Beautiful traditional home, peaceful & quiet area, Master suite on Main, 4th bdrm on main used as office. Great Room floor plan with formal dining room/butlers pantry. Large bonus/media/home school/family room upstairs/surround sound. Chefs kitchen/granite counters/SS Appl. Landscaped spacious yard/private multilevel deck,built in hot tub,views trees at back of property.Newer Pergo flooring/new carpet/throughout.Children's toy room,Tons of storage! 1 Yr AHS Home warranty included for new owners!",2020-08-24 23:00:00,335.0,594491,594491,2020
12888 NW Bayonne Ln,Portland,97229,3.0,5.0,2698.0,"Gorgeous well-maintained Bauer Highlands home in great location, walking distance to award winning Findley school, easy access to shopping and parks. Move-in ready. Architectural details throughout such as archways, cutouts, and tray ceilings. Wall of windows in every room providing ample natural light. Gourmet kitchen with maple wood cabinets, granite island and SS appliances. Large master w/oversize bath, walkin closet. Large bonus room. Den/5th BR & half bath on main. 3 car tandem garage.",2020-08-13 23:06:40,346.0,597000,597000,2020
15256 NW Twinflower Dr,Portland,97229,3.0,4.0,1796.0,"Beautifully updated 4 bedrm 2.1 bath family home in Kaiser Wood Main floor has new/refinished hardwood flrs.Formal living/dining rm w/vaulted ceiling & bay window.Kitchen/family room has wood burning frpl, eating areas, granite tile & pantry. Laundry& 1/2 bath on main. Upper level w/newer carpet, master suite w/walk-in closet & window seat.Three additional bedrooms & bath. Lush fenced yard w/patio sprinklers & dog run.Two car garage w/storage.",2020-08-10 00:40:00,350.0,504000,504000,2020
14762 NW Fawnlily Dr,Portland,97229,3.0,4.0,2336.0,"14762 NW Fawnlily Dr, Portland, OR 97229 is a single family home that contains 2,336 sq ft and was built in 1998. It contains 4 bedrooms and 3 bathrooms. This home last sold for $552,900 in August 2020. 
 
The Zestimate for this house is $654,200. The Rent Zestimate for this home is $2,859/mo.",2020-08-05 01:13:20,355.0,552900,552900,2020
15342 NW Decatur Way,Portland,97229,3.0,5.0,2000.0,"Great Bethany location, this resale has five bedrooms and two and half baths.  Vaulted ceilings, light and airy.  Freshly painted interior and new carpet.  Lovely setting and easy care yard.",2020-07-30 23:00:00,360.0,529000,529000,2020
12724 NW Milazzo Ln,Portland,97229,3.0,3.0,2271.0,"This 3 bed/2.5 bath with Den and Parlor is the perfect home! Perfect location near hi-tech and Top Schools! The Master suite has vaulted ceilings, Jetted tub and walk-in his/her closets. The Kitchen has Granite counters, oak cabinets. Gas range and built-in pantry. Brazilian Cherry wood floors in kitchen. formal dining and entry. Large foyer with grand chandelier. Please call 503-718-8019 for info. Courtesy to broker.

Additional property info: http://www.forsalebyowner.com/listing/3-bed-Single-Family-home-for-sale-by-owner-12724-NW-MILAZZO-LANE-97229/24031090?provider_id=28079",2020-07-30 23:00:00,360.0,575500,575500,2020
15233 NW Olive St,Portland,97229,3.0,4.0,1642.0,"Ready for you! Prestine South facing corner location. Spacious kitchen with huge gray quartz island and more. 4 bedroom with entertaining 1st floor and loft area up. Must see, won't last as it's the last of this style home.Taxes:Tbd Pics of actual home.",2020-07-27 22:46:40,363.0,509990,509990,2020
16417 SE Ormae Rd,Portland,97267,3.0,4.0,2779.0,"One of a kind home in desirable McNary area of Milwaukie. Private lot on dead end street with RV parking and beautiful landscaping. Home features master on main floor, great room floor plan with formal dining, kitchen with quartz counters, stainless appliances and built in pantry. Bonus room upstairs is considered 4th bedroom as it has a closet.",2021-04-22 00:06:40,95.0,650000,650000,2021
11863 NW Hibbard Dr LOT 90,Portland,97229,3.0,3.0,2251.0,"Mont Clair Prairie. Alley-load 2-car garage. Great room layout, large covered area, luxurious master on the main w/ washer & dryer hookups, and custom details throughout. This location boasts territorial & sunset views!",2021-05-21 01:20:00,66.0,622260,622260,2021
4873 NW Promenade Ter,Portland,97229,3.0,2.0,1695.0,"One level & desirable floor plan. 2 Master Suites & den! Top floor, vaulted ceilings with abundance of natural light. Gorgeous sunset & coastal views! Great room plan, large kitchen & living room w/gas fireplace. Covered balcony to take in the views. New HVAC system. 2 deeded parking spaces in secured parking garage w/storage. Elevator in secured building. Walk to shops, restaurants, library, fitness center & more!",2021-04-29 23:46:40,87.0,520000,520000,2021
9315 SW Taylor St,Portland,97225,2.0,3.0,2165.0,REVIEWING OFFERS AT 6:00 SUNDAY 8/23. Don't miss out on the 1948 Charmer. You will be right at home the minute you step in the front door. This one-level home with .56 AC level lot is a true find in this highly sought after West Haven area.This Park-like Backyard is a must see.  Newer systems and flex spaces in the Family room make it a great family home. The shop in the garage is an extra surprise. OPEN 8/22-23 1-3,2020-09-24 23:26:40,304.0,610000,610000,2020
11346 NW Melody Ln,Portland,97229,3.0,4.0,2553.0,"Gorgeous Great Room Floor Plan in Sought-After Cedar Mill / Bonny Slope on Corner Lot! 2,553 SF, 4 Bedrooms + Bonus, 2 1/2 Bathrooms or 3 Bedrooms + Den (w/ Closet) + Bonus! Built 2013! 2-Story Entry & 9' Ceilings-on-Main. Gourmet Kitchen w/ Stainless Steel & Gas Appliances, Slab Granite Counters & Walk-in Pantry. Spacious Master Suite Retreat w/ Soaking Tub & 11' x 8' Walk-in Closet! Amazing Backyard w/ Custom Paver Patio w/ Built-in Fire Pit & Level Lawns, just perfect for Entertaining!",2020-09-23 00:13:20,306.0,640000,640000,2020
13396 NW Hartford St,Portland,97229,3.0,4.0,2682.0,"Exceptional, move-in ready traditional! Wonderful home located in sought after Cedar Mill neighborhood. The versatile floor plan features 4 bedrooms, den, bonus and loft providing the space for all of your at home activities. Hardwood floors throughout the main level. Granite kitchen with newer stainless steel appliances opens to the great room and nook. Vaulted master en-suite with walk-in closet. This home sits on a gorgeous level lot backing to a natural green space. OPEN- Sun 8/23, 1-3.",2020-09-21 23:13:20,307.0,645000,645000,2020
3243 NW Skyline Blvd,Portland,97229,3.0,3.0,2381.0,"A Simply Stunning Retreat! True cook's kitchen w/huge island, gourmet applncs, storage and a view that will make you love doing dishes! Soaring ceilings, light and bright, 2 bdrms, full bath AND laundry on the main! Beautiful master suite, w/jetted tub, walk-in shower, french balcony and don't miss the lower level family/bonus rm and yet another full bath AND laundry. Minutes from Forest Park trails, downtown, hospitals, shopping, entertainment, yet snuggled into the quiet hills above NW PDX. [Home Energy Score = 6. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10185806]",2020-09-18 00:46:40,311.0,637500,637500,2020
6304 N Denver Ave,Portland,97217,2.0,3.0,2895.0,"OFFER DEADLINE 8/16 at 5 pm! English Tutor on large lot with original charm and upgrades in the kitchen & main bathroom. Floor plan features large living room with fireplace, formal dining room, kitchen with breakfast nook, two bedrooms on main, finished basement includes family room, full bathroom and a third bedroom (non-conforming). Great potential in the large unfinished 2nd floor. Radon remediation system, new sewer line, new water line, new hot water tank, and new roof installed in 2017. [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10186181]",2020-09-24 23:26:40,304.0,605000,605000,2020
9525 NW Harvest Hill Dr,Portland,97229,3.0,4.0,2009.0,"Written Offer Received, HURRY! Great Room Floor Plan w/Central AC, Hardwoods, Gas Fplc, Balcony & High Ceilings. Gorgeous Gourmet Granite Island Kitchen w/Stainless Steel Appliances Opens to Large Charming Patio for Entertaining & BBQ. Primary BR w/Bath, Soak Tub, Shower & Walk-in Closet. Work or School From Home w/Dedicated Office Space.  4BR + 3BA, Lots of Storage. Quiet, Convenient, Close to Park, Shopping, Downtown,Nike & High Tech. Low Wash Co Taxes, Great Schools. Buyer-Investors Paradise!",2020-09-18 00:46:40,311.0,554750,554750,2020
10600 NW Flotoma Dr,Portland,97229,2.0,3.0,1458.0,"Open Sat 11-1! One level living in sought after NW! Perched high off the street for privacy. Light filled w/handsome finishes! 5 sets of charming wood french doors/sliders open to deck,patio & backyard -ideal for entertaining! Frplc; sunny kitchen w/pantry &  nook; hickory hand scraped engineered hrdwds; true master bdrm; copper & concrete bath counters; abundant storage thru-out! Newer: roof, h20 htr, applcs, int/ext paint & carpet! A/C; low maint living; great schools & min to everything!",2020-09-15 00:33:20,314.0,525000,525000,2020
4931 N Oberlin St,Portland,97203,2.0,3.0,2804.0,"First time on the Market! This very well maintained 3 bdrm 2bath mid-century ranch has been in the family for generations! Situated on an oversized lot in a prime location,this home has tons of orig. charms & feat. Hdwd flrs, coffered ceilings,3 fp, built-ins, birch custom closet, vintage kit, orig. indoor planter box, extra deep dble car gar w/blt-in work benches, garden area,tool shed,& RV/Boat parking.Close to University,public trans,& restaurants.New roof to be installed this week! [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10186588]",2020-09-23 00:13:20,306.0,535000,535000,2020
961 NW Ash Creek Ln,Portland,97229,3.0,3.0,1660.0,Well maintained home in a wonderful neighborhood. Open feeling with lots of light thru-out. Vaulted ceilings in living room with gas fireplace. Good sized kitchen with granite counter tops. Refrigerator is included. Most of the interior has been freshly painted. Master suite with vaulted ceilings and walk in closet. Fenced backyard with deck is a wonderful peaceful private area.,2020-09-10 23:20:00,318.0,480000,480000,2020
10125 SW Todd St,Portland,97225,3.0,4.0,1997.0,"Sunny and bright contemporary, just minutes from downtown, Nike, St. Vincent's, and Sunset Transit. The versatile floor plan has vaulted ceilings, formal living/dining spaces, and a kitchen with a cozy, sunken family room. 4 bedrooms up, including a spacious master suite. An enormous back yard, excellent schools, and Washington County taxes complete this rare find.",2020-09-10 23:20:00,318.0,603000,603000,2020
6405 N Curtis Ave,Portland,97217,1.0,3.0,2422.0,"Charming Tudor in the desirable Arbor Lodge Neighborhood. This home brings a lot of character and features original built ins. corian countertops, stainless stl app, newer soft close cabinets, hardwood floors, central air, newer electrical panel, new water heater, new roof in 2017 and recently retro-fitted earthquake proof! Detached garage and partially finished basement. Located minutes away from local restaurants, public transportation, Adidas, and the beautiful Swan Island view points. [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10186421]",2020-09-23 00:13:20,306.0,540000,540000,2020
34 SW 106th Pl,Portland,97225,3.0,4.0,2980.0,"Beautifully updated 2-story Traditional in Peterkort Village. Fully remodeled kitchen with SS appliances and quartz counters. All new paint, Brazilian cherry hardwoods on main level, new carpet upstairs and fully updated bathrooms throughout, this home is move-in ready! Open floor plan perfect for entertaining with plenty of natural light from large windows throughout. Quiet and peaceful, with coveted end of cul-de-sac location.",2020-09-10 01:06:40,319.0,600000,600000,2020
6917 N Newcastle Ave,Portland,97217,3.0,3.0,2304.0,"NEW PRICE! Like-new home in Arbor Lodge with all the charm of a traditional Portland foursquare and the convenience of a newer home! Craftsman woodwork, box-beam ceilings, pocket doors, updated water heater + SS appliances. Formal living and separate dining room on main. Bedrooms + laundry on upper level. Additional living space on lower level make for a great office /den ideal for work-from-home life. Nearby park has off-leash dog area, playground, tennis court and more. 79 walk-score! [Home Energy Score = 8. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10148852]",2020-09-21 23:13:20,307.0,549000,549000,2020
